"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.507090738E2,5.162310608E1,6.974608700E0,4.639026912E1,9.112261963E1,0.000000000E0,0.000000000E0,4.619059365E-2,3.790092468E0,2.729574442E0,2.400000000E1
1.517101388E2,5.162310633E1,6.974608410E0,4.638831695E1,9.112066650E1,0.000000000E0,0.000000000E0,4.619972714E-2,3.790092468E0,2.575586557E0,2.400000000E1
1.527102448E2,5.162310641E1,6.974608380E0,4.638740168E1,9.111975098E1,0.000000000E0,0.000000000E0,4.620333742E-2,3.790092468E0,2.511852026E0,2.400000000E1
1.537100279E2,5.162310644E1,6.974608400E0,4.638294619E1,9.111529541E1,0.000000000E0,0.000000000E0,4.620667327E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.547099849E2,5.162310647E1,6.974608400E0,4.638074901E1,9.111309814E1,0.000000000E0,0.000000000E0,4.620902390E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.557100265E2,5.162310648E1,6.974608430E0,4.638227490E1,9.111462402E1,0.000000000E0,0.000000000E0,4.621316590E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.567110900E2,5.162310648E1,6.974608490E0,4.638172554E1,9.111407471E1,0.000000000E0,0.000000000E0,4.621661757E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.577116360E2,5.162310648E1,6.974608540E0,4.638105411E1,9.111340332E1,0.000000000E0,0.000000000E0,4.622440122E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.587127327E2,5.162310655E1,6.974608540E0,4.637714807E1,9.110949707E1,0.000000000E0,0.000000000E0,4.622571003E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.597103395E2,5.162310656E1,6.974608550E0,4.637617153E1,9.110852051E1,0.000000000E0,0.000000000E0,4.622868684E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.607086898E2,5.162310657E1,6.974608510E0,4.637635469E1,9.110870361E1,0.000000000E0,0.000000000E0,4.622937717E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.617117096E2,5.162310657E1,6.974608500E0,4.637385226E1,9.110620117E1,0.000000000E0,0.000000000E0,4.623068598E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.627122387E2,5.162310658E1,6.974608510E0,4.636817601E1,9.110052490E1,0.000000000E0,0.000000000E0,4.623366279E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.637110491E2,5.162310657E1,6.974608550E0,4.637067840E1,9.110302734E1,0.000000000E0,0.000000000E0,4.623599137E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.647116167E2,5.162310655E1,6.974608540E0,4.636829797E1,9.110064697E1,0.000000000E0,0.000000000E0,4.623776413E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.657111226E2,5.162310654E1,6.974608520E0,4.636494102E1,9.109729004E1,0.000000000E0,0.000000000E0,4.623845446E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.667112406E2,5.162310654E1,6.974608530E0,4.636487998E1,9.109722900E1,0.000000000E0,0.000000000E0,4.623976328E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.677110612E2,5.162310655E1,6.974608540E0,4.636640588E1,9.109875488E1,0.000000000E0,0.000000000E0,4.624107209E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.687095997E2,5.162310656E1,6.974608550E0,4.636787075E1,9.110021973E1,0.000000000E0,0.000000000E0,4.631925185E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.697108111E2,5.162310623E1,6.974607550E0,4.639539738E1,9.112774658E1,1.899999976E-1,2.722999878E2,4.644883582E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.707115430E2,5.162310660E1,6.974609330E0,4.632300944E1,9.105535889E1,0.000000000E0,0.000000000E0,4.670669927E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.717100623E2,5.162310681E1,6.974613050E0,4.633558052E1,9.106793213E1,0.000000000E0,0.000000000E0,4.677160013E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.727117559E2,5.162310682E1,6.974613990E0,4.633387086E1,9.106622314E1,0.000000000E0,0.000000000E0,4.678954879E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.737094635E2,5.162310682E1,6.974614250E0,4.633619000E1,9.106854248E1,0.000000000E0,0.000000000E0,4.679722344E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.747102036E2,5.162310683E1,6.974614360E0,4.633521339E1,9.106756592E1,0.000000000E0,0.000000000E0,4.680218206E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.757119323E2,5.162310684E1,6.974614430E0,4.633368748E1,9.106604004E1,0.000000000E0,0.000000000E0,4.680494339E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.767094505E2,5.162310684E1,6.974614470E0,4.633356538E1,9.106591797E1,0.000000000E0,0.000000000E0,4.681026290E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.777115740E2,5.162310682E1,6.974614540E0,4.633246664E1,9.106481934E1,0.000000000E0,0.000000000E0,4.681589639E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.787104786E2,5.162310681E1,6.974614620E0,4.633112378E1,9.106347656E1,0.000000000E0,0.000000000E0,4.682018505E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.797103446E2,5.162310680E1,6.974614680E0,4.633039128E1,9.106274414E1,0.000000000E0,0.000000000E0,4.682294639E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.807095061E2,5.162310680E1,6.974614720E0,4.632886537E1,9.106121826E1,0.000000000E0,0.000000000E0,4.682570772E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.817112939E2,5.162310680E1,6.974614760E0,4.632837706E1,9.106072998E1,0.000000000E0,0.000000000E0,4.682963416E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.827109320E2,5.162310683E1,6.974614790E0,4.633216131E1,9.106451416E1,0.000000000E0,0.000000000E0,4.683196274E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.837104200E2,5.162310685E1,6.974614800E0,4.633057444E1,9.106292725E1,0.000000000E0,0.000000000E0,4.683606880E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.847098513E2,5.162310683E1,6.974614850E0,4.633002503E1,9.106237793E1,0.000000000E0,0.000000000E0,4.683737761E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.857104991E2,5.162310684E1,6.974614860E0,4.632471499E1,9.105706787E1,0.000000000E0,0.000000000E0,4.683944861E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.867108831E2,5.162310684E1,6.974614890E0,4.632373841E1,9.105609131E1,0.000000000E0,0.000000000E0,4.684151961E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.877107821E2,5.162310684E1,6.974614920E0,4.632288389E1,9.105523682E1,0.000000000E0,0.000000000E0,4.684596741E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.887105299E2,5.162310688E1,6.974614920E0,4.632508128E1,9.105743408E1,0.000000000E0,0.000000000E0,4.685041520E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.897108284E2,5.162310692E1,6.974614920E0,4.632581382E1,9.105816650E1,0.000000000E0,0.000000000E0,4.685041520E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.907109766E2,5.162310692E1,6.974614920E0,4.632648521E1,9.105883789E1,0.000000000E0,0.000000000E0,4.685152715E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.917150321E2,5.162310691E1,6.974614920E0,4.632428791E1,9.105664062E1,0.000000000E0,0.000000000E0,4.685414478E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.927122833E2,5.162310689E1,6.974614900E0,4.632489822E1,9.105725098E1,0.000000000E0,0.000000000E0,4.685483511E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.937130136E2,5.162310689E1,6.974614890E0,4.632129715E1,9.105364990E1,0.000000000E0,0.000000000E0,4.685716369E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.947094788E2,5.162310691E1,6.974614880E0,4.632361655E1,9.105596924E1,0.000000000E0,0.000000000E0,4.685716369E-2,3.790092468E0,2.500000000E0,2.100000000E1
1.957111253E2,5.162310691E1,6.974614880E0,4.632178550E1,9.105413818E1,0.000000000E0,0.000000000E0,4.685847251E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.967106288E2,5.162310692E1,6.974614890E0,4.632251794E1,9.105487061E1,0.000000000E0,0.000000000E0,4.685847251E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.977107529E2,5.162310692E1,6.974614890E0,4.632111413E1,9.105346680E1,0.000000000E0,0.000000000E0,4.686080109E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.987112899E2,5.162310694E1,6.974614880E0,4.632025971E1,9.105261230E1,0.000000000E0,0.000000000E0,4.686413693E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.997196004E2,5.162310691E1,6.974614880E0,4.631769614E1,9.105004883E1,0.000000000E0,0.000000000E0,4.686524888E-2,3.790092468E0,2.500000000E0,2.200000000E1
2.007091041E2,5.162310690E1,6.974614880E0,4.631769611E1,9.105004883E1,0.000000000E0,0.000000000E0,4.686636083E-2,3.790092468E0,2.500000000E0,2.200000000E1
2.017121791E2,5.162310691E1,6.974614880E0,4.631855064E1,9.105090332E1,0.000000000E0,0.000000000E0,4.686766964E-2,3.790092468E0,2.500000000E0,2.200000000E1
2.027108100E2,5.162310690E1,6.974614890E0,4.632166339E1,9.105401611E1,0.000000000E0,0.000000000E0,4.686897846E-2,3.790092468E0,2.500000000E0,2.200000000E1
2.037109164E2,5.162310691E1,6.974614880E0,4.632538657E1,9.105773926E1,0.000000000E0,0.000000000E0,4.687009040E-2,3.790092468E0,2.500000000E0,2.200000000E1
2.047117107E2,5.162310692E1,6.974614880E0,4.632532557E1,9.105767822E1,0.000000000E0,0.000000000E0,4.687147107E-2,3.790092468E0,2.500000000E0,2.300000000E1
2.057115964E2,5.162310692E1,6.974614900E0,4.632709557E1,9.105944824E1,0.000000000E0,0.000000000E0,4.687740402E-2,3.790092468E0,2.500000000E0,2.300000000E1
2.067107442E2,5.162310697E1,6.974614870E0,4.632361674E1,9.105596924E1,0.000000000E0,0.000000000E0,4.687975465E-2,3.790092468E0,2.500000000E0,2.300000000E1
2.077109185E2,5.162310698E1,6.974614840E0,4.632477646E1,9.105712891E1,0.000000000E0,0.000000000E0,4.688197855E-2,3.790092468E0,2.500000000E0,2.300000000E1
2.087094275E2,5.162310700E1,6.974614840E0,4.632111441E1,9.105346680E1,0.000000000E0,0.000000000E0,4.688552406E-2,3.790092468E0,2.500000000E0,2.300000000E1
2.097110648E2,5.162310702E1,6.974614800E0,4.632410522E1,9.105645752E1,0.000000000E0,0.000000000E0,4.689145701E-2,3.790092468E0,2.500000000E0,2.300000000E1
2.107134606E2,5.162310707E1,6.974614770E0,4.632343400E1,9.105578613E1,0.000000000E0,0.000000000E0,4.689407463E-2,3.790092468E0,2.500000000E0,2.400000000E1
2.117106971E2,5.162310709E1,6.974614750E0,4.632361718E1,9.105596924E1,0.000000000E0,0.000000000E0,4.689538344E-2,3.790092468E0,2.500000000E0,2.400000000E1
2.127207918E2,5.162310710E1,6.974614740E0,4.632288480E1,9.105523682E1,0.000000000E0,0.000000000E0,4.689607378E-2,3.790092468E0,2.500000000E0,2.400000000E1
2.137102189E2,5.162310710E1,6.974614730E0,4.632288481E1,9.105523682E1,0.000000000E0,0.000000000E0,4.689718573E-2,3.790092468E0,2.500000000E0,2.400000000E1
2.147110563E2,5.162310709E1,6.974614730E0,4.632380030E1,9.105615234E1,0.000000000E0,0.000000000E0,4.689856639E-2,3.790092468E0,2.500000000E0,2.400000000E1
2.157110503E2,5.162310709E1,6.974614710E0,4.632441067E1,9.105676270E1,0.000000000E0,0.000000000E0,4.723494046E-2,3.790092468E0,2.500000000E0,2.400000000E1
2.167107953E2,5.162310496E1,6.974618170E0,4.648638908E1,9.121875000E1,3.400000036E-1,1.333999939E2,4.773794008E-2,3.790092468E0,2.500000000E0,2.200000000E1
2.177097411E2,5.162310044E1,6.974617880E0,4.634910785E1,9.108148193E1,0.000000000E0,0.000000000E0,4.790557785E-2,3.790092468E0,2.500000000E0,2.200000000E1
2.187110695E2,5.162309895E1,6.974617510E0,4.634953096E1,9.108190918E1,0.000000000E0,0.000000000E0,4.794718645E-2,3.790092468E0,2.500000000E0,2.200000000E1
2.197106138E2,5.162309858E1,6.974617420E0,4.635026236E1,9.108264160E1,0.000000000E0,0.000000000E0,4.795740604E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.207089793E2,5.162309849E1,6.974617390E0,4.635154385E1,9.108392334E1,0.000000000E0,0.000000000E0,4.795871485E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.217103479E2,5.162309848E1,6.974617380E0,4.635581629E1,9.108819580E1,0.000000000E0,0.000000000E0,4.795940518E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.227107766E2,5.162309848E1,6.974617370E0,4.635880702E1,9.109118652E1,0.000000000E0,0.000000000E0,4.796175581E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.237118638E2,5.162309849E1,6.974617340E0,4.635868500E1,9.109106445E1,0.000000000E0,0.000000000E0,4.796352857E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.247110226E2,5.162309850E1,6.974617320E0,4.635966161E1,9.109204102E1,0.000000000E0,0.000000000E0,4.796587921E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.257107982E2,5.162309849E1,6.974617350E0,4.636094330E1,9.109332275E1,0.000000000E0,0.000000000E0,4.796822984E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.267110347E2,5.162309848E1,6.974617380E0,4.636613123E1,9.109851074E1,0.000000000E0,0.000000000E0,4.797000260E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.277109552E2,5.162309849E1,6.974617400E0,4.636954922E1,9.110192871E1,0.000000000E0,0.000000000E0,4.797433305E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.287124955E2,5.162309846E1,6.974617440E0,4.637131912E1,9.110369873E1,0.000000000E0,0.000000000E0,4.797666163E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.297113167E2,5.162309844E1,6.974617450E0,4.637253975E1,9.110491943E1,0.000000000E0,0.000000000E0,4.797797044E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.307126372E2,5.162309843E1,6.974617440E0,4.637339422E1,9.110577393E1,0.000000000E0,0.000000000E0,4.797908239E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.317116107E2,5.162309842E1,6.974617440E0,4.637095279E1,9.110333252E1,0.000000000E0,0.000000000E0,4.798141097E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.327095951E2,5.162309840E1,6.974617450E0,4.637070858E1,9.110308838E1,0.000000000E0,0.000000000E0,4.798363487E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.337106826E2,5.162309838E1,6.974617450E0,4.637595754E1,9.110833740E1,0.000000000E0,0.000000000E0,4.798540763E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.347107717E2,5.162309837E1,6.974617430E0,4.637430958E1,9.110668945E1,0.000000000E0,0.000000000E0,4.798671644E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.357108185E2,5.162309836E1,6.974617440E0,4.637351609E1,9.110589600E1,0.000000000E0,0.000000000E0,4.799104690E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.367109462E2,5.162309833E1,6.974617480E0,4.637266147E1,9.110504150E1,0.000000000E0,0.000000000E0,4.799445343E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.377113993E2,5.162309830E1,6.974617470E0,4.637083034E1,9.110321045E1,0.000000000E0,0.000000000E0,4.799678201E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.387113857E2,5.162309828E1,6.974617480E0,4.636851094E1,9.110089111E1,0.000000000E0,0.000000000E0,4.800111246E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.397116799E2,5.162309825E1,6.974617520E0,4.636655769E1,9.109893799E1,0.000000000E0,0.000000000E0,4.800344104E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.407102418E2,5.162309823E1,6.974617530E0,4.637021974E1,9.110260010E1,0.000000000E0,0.000000000E0,4.800705132E-2,3.790092468E0,2.500000000E0,1.900000000E1
2.417112690E2,5.162309820E1,6.974617550E0,4.637125723E1,9.110363770E1,0.000000000E0,0.000000000E0,4.800774166E-2,3.790092468E0,2.500000000E0,1.900000000E1
2.427114046E2,5.162309820E1,6.974617560E0,4.637144033E1,9.110382080E1,0.000000000E0,0.000000000E0,4.800905047E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.437113173E2,5.162309819E1,6.974617570E0,4.637113511E1,9.110351562E1,0.000000000E0,0.000000000E0,4.801082323E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.447112944E2,5.162309818E1,6.974617590E0,4.636991437E1,9.110229492E1,0.000000000E0,0.000000000E0,4.801213204E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.457116562E2,5.162309819E1,6.974617600E0,4.637424788E1,9.110662842E1,0.000000000E0,0.000000000E0,4.801324399E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.467109644E2,5.162309820E1,6.974617600E0,4.637528551E1,9.110766602E1,0.000000000E0,0.000000000E0,4.801501675E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.477109624E2,5.162309819E1,6.974617620E0,4.637430890E1,9.110668945E1,0.000000000E0,0.000000000E0,4.801805562E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.487097187E2,5.162309817E1,6.974617590E0,4.638138895E1,9.111376953E1,0.000000000E0,0.000000000E0,4.802368562E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.497110351E2,5.162309813E1,6.974617640E0,4.638419641E1,9.111657715E1,0.000000000E0,0.000000000E0,4.802892088E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.507114818E2,5.162309809E1,6.974617680E0,4.638151071E1,9.111389160E1,0.000000000E0,0.000000000E0,4.803253116E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.517113493E2,5.162309806E1,6.974617700E0,4.637784850E1,9.111022949E1,0.000000000E0,0.000000000E0,4.803475506E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.527108809E2,5.162309804E1,6.974617700E0,4.637900811E1,9.111138916E1,0.000000000E0,0.000000000E0,4.803708364E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.537109144E2,5.162309802E1,6.974617710E0,4.637595628E1,9.110833740E1,0.000000000E0,0.000000000E0,4.804141409E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.547160949E2,5.162309799E1,6.974617750E0,4.637589513E1,9.110827637E1,0.000000000E0,0.000000000E0,4.804318685E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.557115066E2,5.162309798E1,6.974617770E0,4.637607819E1,9.110845947E1,0.000000000E0,0.000000000E0,4.804798705E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.567107696E2,5.162309795E1,6.974617820E0,4.637784808E1,9.111022949E1,0.000000000E0,0.000000000E0,4.804936771E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.577117088E2,5.162309795E1,6.974617840E0,4.637906877E1,9.111145020E1,0.000000000E0,0.000000000E0,4.805171835E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.587116449E2,5.162309794E1,6.974617870E0,4.637650524E1,9.110888672E1,0.000000000E0,0.000000000E0,4.805667696E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.597101982E2,5.162309793E1,6.974617940E0,4.637400272E1,9.110638428E1,0.000000000E0,0.000000000E0,4.806137823E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.607093350E2,5.162309791E1,6.974618000E0,4.637137810E1,9.110375977E1,0.000000000E0,0.000000000E0,4.806441710E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.617119840E2,5.162309789E1,6.974618030E0,4.637363632E1,9.110601807E1,0.000000000E0,0.000000000E0,4.806510744E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.627109382E2,5.162309789E1,6.974618020E0,4.637095078E1,9.110333252E1,0.000000000E0,0.000000000E0,4.806772506E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.637113072E2,5.162309791E1,6.974618000E0,4.636985222E1,9.110223389E1,0.000000000E0,0.000000000E0,4.806772506E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.647100115E2,5.162309791E1,6.974618000E0,4.637046258E1,9.110284424E1,0.000000000E0,0.000000000E0,4.806903388E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.657106515E2,5.162309792E1,6.974617990E0,4.636734982E1,9.109973145E1,0.000000000E0,0.000000000E0,4.807080664E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.667113769E2,5.162309791E1,6.974618010E0,4.636716667E1,9.109954834E1,0.000000000E0,0.000000000E0,4.807342426E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.677106424E2,5.162309789E1,6.974618030E0,4.636332138E1,9.109570312E1,0.000000000E0,0.000000000E0,4.807453621E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.687104550E2,5.162309790E1,6.974618030E0,4.636765491E1,9.110003662E1,0.000000000E0,0.000000000E0,4.807814649E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.697113244E2,5.162309793E1,6.974618010E0,4.637204954E1,9.110443115E1,0.000000000E0,0.000000000E0,4.808047507E-2,3.790092468E0,2.500000000E0,2.100000000E1
2.707108908E2,5.162309795E1,6.974618000E0,4.636924199E1,9.110162354E1,0.000000000E0,0.000000000E0,4.808610507E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.717104167E2,5.162309799E1,6.974617950E0,4.637241598E1,9.110479736E1,0.000000000E0,0.000000000E0,4.808843365E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.727099194E2,5.162309801E1,6.974617940E0,4.637369778E1,9.110607910E1,0.000000000E0,0.000000000E0,4.809076223E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.737109058E2,5.162309799E1,6.974617950E0,4.637357564E1,9.110595703E1,0.000000000E0,0.000000000E0,4.809207105E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.747112414E2,5.162309798E1,6.974617960E0,4.637583391E1,9.110821533E1,0.000000000E0,0.000000000E0,4.809337986E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.757110036E2,5.162309799E1,6.974617950E0,4.637577291E1,9.110815430E1,0.000000000E0,0.000000000E0,4.809692538E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.767123040E2,5.162309801E1,6.974617910E0,4.637516265E1,9.110754395E1,0.000000000E0,0.000000000E0,4.809823419E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.777130347E2,5.162309802E1,6.974617900E0,4.637516268E1,9.110754395E1,0.000000000E0,0.000000000E0,4.809934614E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.787115281E2,5.162309801E1,6.974617900E0,4.637504058E1,9.110742188E1,0.000000000E0,0.000000000E0,4.810072680E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.797110634E2,5.162309801E1,6.974617880E0,4.637186677E1,9.110424805E1,0.000000000E0,0.000000000E0,4.810305538E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.807083503E2,5.162309799E1,6.974617890E0,4.636661768E1,9.109899902E1,0.000000000E0,0.000000000E0,4.810374572E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.817108597E2,5.162309799E1,6.974617880E0,4.636649562E1,9.109887695E1,0.000000000E0,0.000000000E0,4.810512639E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.827095369E2,5.162309799E1,6.974617900E0,4.636521386E1,9.109759521E1,0.000000000E0,0.000000000E0,4.810689914E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.837100706E2,5.162309800E1,6.974617880E0,4.636155180E1,9.109393311E1,0.000000000E0,0.000000000E0,4.810924978E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.847104171E2,5.162309799E1,6.974617850E0,4.635850003E1,9.109088135E1,0.000000000E0,0.000000000E0,4.810924978E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.857097955E2,5.162309799E1,6.974617850E0,4.635923246E1,9.109161377E1,0.000000000E0,0.000000000E0,4.810924978E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.867099537E2,5.162309799E1,6.974617850E0,4.635746244E1,9.108984375E1,0.000000000E0,0.000000000E0,4.810994011E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.877107777E2,5.162309799E1,6.974617840E0,4.635001616E1,9.108239746E1,0.000000000E0,0.000000000E0,4.811226869E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.887103117E2,5.162309801E1,6.974617830E0,4.634659825E1,9.107897949E1,0.000000000E0,0.000000000E0,4.811461932E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.897101101E2,5.162309802E1,6.974617800E0,4.634885661E1,9.108123779E1,0.000000000E0,0.000000000E0,4.811592814E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.907095014E2,5.162309803E1,6.974617810E0,4.635209149E1,9.108447266E1,0.000000000E0,0.000000000E0,4.812042919E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.917110659E2,5.162309799E1,6.974617820E0,4.635044342E1,9.108282471E1,0.000000000E0,0.000000000E0,4.812111952E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.927107045E2,5.162309799E1,6.974617810E0,4.635679108E1,9.108917236E1,0.000000000E0,0.000000000E0,4.812223147E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.937096629E2,5.162309800E1,6.974617810E0,4.635856113E1,9.109094238E1,0.000000000E0,0.000000000E0,4.812615791E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.947105513E2,5.162309797E1,6.974617840E0,4.635422752E1,9.108660889E1,0.000000000E0,0.000000000E0,4.812850854E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.957121997E2,5.162309796E1,6.974617870E0,4.635581438E1,9.108819580E1,0.000000000E0,0.000000000E0,4.813028130E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.967105872E2,5.162309795E1,6.974617850E0,4.636753312E1,9.109991455E1,0.000000000E0,0.000000000E0,4.813097163E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.977113412E2,5.162309795E1,6.974617860E0,4.636863175E1,9.110101318E1,0.000000000E0,0.000000000E0,4.813507769E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.987102441E2,5.162309793E1,6.974617910E0,4.637046270E1,9.110284424E1,0.000000000E0,0.000000000E0,4.813900413E-2,3.790092468E0,2.500000000E0,2.000000000E1
2.997090487E2,5.162309790E1,6.974617940E0,4.637253779E1,9.110491943E1,0.000000000E0,0.000000000E0,4.814038480E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.007077155E2,5.162309790E1,6.974617920E0,4.637705440E1,9.110943604E1,0.000000000E0,0.000000000E0,4.814300243E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.017106306E2,5.162309788E1,6.974617940E0,4.637577259E1,9.110815430E1,0.000000000E0,0.000000000E0,4.814780262E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.027097153E2,5.162309785E1,6.974617990E0,4.637369727E1,9.110607910E1,0.000000000E0,0.000000000E0,4.815013120E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.037097597E2,5.162309783E1,6.974617980E0,4.636789888E1,9.110028076E1,0.000000000E0,0.000000000E0,4.815274883E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.047085939E2,5.162309785E1,6.974617960E0,4.636869241E1,9.110107422E1,0.000000000E0,0.000000000E0,4.815635911E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.057109293E2,5.162309788E1,6.974617940E0,4.637418568E1,9.110656738E1,0.000000000E0,0.000000000E0,4.815990463E-2,3.790092468E0,2.500000000E0,2.000000000E1
