"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.067089891E2,5.162309786E1,6.974617980E0,4.637272074E1,9.110510254E1,0.000000000E0,0.000000000E0,4.816225526E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.077100598E2,5.162309785E1,6.974618010E0,4.637314794E1,9.110552979E1,0.000000000E0,0.000000000E0,4.816363592E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.087104810E2,5.162309785E1,6.974618030E0,4.637235447E1,9.110473633E1,0.000000000E0,0.000000000E0,4.816667480E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.097100223E2,5.162309787E1,6.974618060E0,4.637095069E1,9.110333252E1,0.000000000E0,0.000000000E0,4.816736513E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.107114717E2,5.162309787E1,6.974618070E0,4.637101172E1,9.110339355E1,0.000000000E0,0.000000000E0,4.816971577E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.117110715E2,5.162309788E1,6.974618100E0,4.636783790E1,9.110021973E1,0.000000000E0,0.000000000E0,4.817193967E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.127119358E2,5.162309790E1,6.974618100E0,4.636783796E1,9.110021973E1,0.000000000E0,0.000000000E0,4.817371242E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.137140323E2,5.162309791E1,6.974618120E0,4.637009628E1,9.110247803E1,0.000000000E0,0.000000000E0,4.817894768E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.147097046E2,5.162309787E1,6.974618160E0,4.637052337E1,9.110290527E1,0.000000000E0,0.000000000E0,4.818156530E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.157112135E2,5.162309785E1,6.974618140E0,4.637302577E1,9.110540771E1,0.000000000E0,0.000000000E0,4.818567136E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.167174934E2,5.162309783E1,6.974618190E0,4.637192704E1,9.110430908E1,0.000000000E0,0.000000000E0,4.819480485E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.177100405E2,5.162309775E1,6.974618220E0,4.637436819E1,9.110675049E1,0.000000000E0,0.000000000E0,4.828305681E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.187093144E2,5.162309746E1,6.974617030E0,4.653922418E1,9.127160645E1,0.000000000E0,0.000000000E0,4.832239655E-2,3.790092468E0,2.500000000E0,2.200000000E1
3.197104498E2,5.162309759E1,6.974616500E0,4.654789195E1,9.128027344E1,0.000000000E0,0.000000000E0,4.833132698E-2,3.790092468E0,2.500000000E0,2.200000000E1
3.207075080E2,5.162309762E1,6.974616380E0,4.654630522E1,9.127868652E1,0.000000000E0,0.000000000E0,4.833309974E-2,3.790092468E0,2.500000000E0,2.200000000E1
3.217095445E2,5.162309763E1,6.974616360E0,4.654239901E1,9.127478027E1,0.000000000E0,0.000000000E0,4.833517074E-2,3.790092468E0,2.500000000E0,2.200000000E1
3.227087620E2,5.162309763E1,6.974616390E0,4.653965241E1,9.127203369E1,0.000000000E0,0.000000000E0,4.833694350E-2,3.790092468E0,2.500000000E0,2.300000000E1
3.237105028E2,5.162309764E1,6.974616370E0,4.653861485E1,9.127099609E1,0.000000000E0,0.000000000E0,4.834055378E-2,3.790092468E0,2.500000000E0,2.300000000E1
3.247101629E2,5.162309767E1,6.974616390E0,4.653635663E1,9.126873779E1,0.000000000E0,0.000000000E0,4.834288236E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.257103293E2,5.162309769E1,6.974616400E0,4.653708910E1,9.126947021E1,0.000000000E0,0.000000000E0,4.834419117E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.267105323E2,5.162309768E1,6.974616410E0,4.653812666E1,9.127050781E1,0.000000000E0,0.000000000E0,4.834530312E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.277108986E2,5.162309767E1,6.974616410E0,4.653824870E1,9.127062988E1,0.000000000E0,0.000000000E0,4.834752702E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.287089224E2,5.162309769E1,6.974616410E0,4.654130052E1,9.127368164E1,0.000000000E0,0.000000000E0,4.834890768E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.297107404E2,5.162309769E1,6.974616390E0,4.654337573E1,9.127575684E1,0.000000000E0,0.000000000E0,4.835113158E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.307113293E2,5.162309767E1,6.974616390E0,4.653849286E1,9.127087402E1,0.000000000E0,0.000000000E0,4.835563263E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.317104213E2,5.162309763E1,6.974616400E0,4.653812652E1,9.127050781E1,0.000000000E0,0.000000000E0,4.835785653E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.327096616E2,5.162309761E1,6.974616400E0,4.653849267E1,9.127087402E1,0.000000000E0,0.000000000E0,4.836061787E-2,3.790092468E0,2.500000000E0,1.900000000E1
3.337088222E2,5.162309761E1,6.974616360E0,4.653513577E1,9.126751709E1,0.000000000E0,0.000000000E0,4.836192668E-2,3.790092468E0,2.500000000E0,1.900000000E1
3.347106652E2,5.162309762E1,6.974616350E0,4.653617340E1,9.126855469E1,0.000000000E0,0.000000000E0,4.836323549E-2,3.790092468E0,2.500000000E0,1.900000000E1
3.357109113E2,5.162309761E1,6.974616360E0,4.653556301E1,9.126794434E1,0.000000000E0,0.000000000E0,4.836392583E-2,3.790092468E0,2.500000000E0,1.900000000E1
3.367102555E2,5.162309761E1,6.974616350E0,4.653714994E1,9.126953125E1,0.000000000E0,0.000000000E0,4.836733235E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.377108224E2,5.162309758E1,6.974616360E0,4.653574603E1,9.126812744E1,0.000000000E0,0.000000000E0,4.836940336E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.387104983E2,5.162309758E1,6.974616330E0,4.653495260E1,9.126733398E1,0.000000000E0,0.000000000E0,4.836940336E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.397108470E2,5.162309758E1,6.974616330E0,4.653495260E1,9.126733398E1,0.000000000E0,0.000000000E0,4.837051530E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.407083727E2,5.162309759E1,6.974616330E0,4.653312157E1,9.126550293E1,0.000000000E0,0.000000000E0,4.837273920E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.417100217E2,5.162309761E1,6.974616330E0,4.653690581E1,9.126928711E1,0.000000000E0,0.000000000E0,4.837508984E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.427098517E2,5.162309762E1,6.974616300E0,4.653464756E1,9.126702881E1,0.000000000E0,0.000000000E0,4.837639865E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.437148263E2,5.162309761E1,6.974616290E0,4.653367098E1,9.126605225E1,0.000000000E0,0.000000000E0,4.837777932E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.447101356E2,5.162309761E1,6.974616270E0,4.652933750E1,9.126171875E1,0.000000000E0,0.000000000E0,4.837846965E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.457092664E2,5.162309761E1,6.974616280E0,4.653122958E1,9.126361084E1,0.000000000E0,0.000000000E0,4.837985032E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.467098118E2,5.162309761E1,6.974616260E0,4.652726231E1,9.125964355E1,0.000000000E0,0.000000000E0,4.838123098E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.477090112E2,5.162309761E1,6.974616240E0,4.652695715E1,9.125933838E1,0.000000000E0,0.000000000E0,4.838384861E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.487096847E2,5.162309759E1,6.974616220E0,4.652628572E1,9.125866699E1,0.000000000E0,0.000000000E0,4.838384861E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.497085354E2,5.162309759E1,6.974616220E0,4.652964265E1,9.126202393E1,0.000000000E0,0.000000000E0,4.838496056E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.507090753E2,5.162309760E1,6.974616220E0,4.652836094E1,9.126074219E1,0.000000000E0,0.000000000E0,4.838565089E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.517109808E2,5.162309760E1,6.974616230E0,4.652994785E1,9.126232910E1,0.000000000E0,0.000000000E0,4.839137951E-2,3.790092468E0,2.500000000E0,1.900000000E1
3.527095736E2,5.162309765E1,6.974616210E0,4.653269459E1,9.126507568E1,0.000000000E0,0.000000000E0,4.840133875E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.537123780E2,5.162309772E1,6.974616120E0,4.654514604E1,9.127752686E1,0.000000000E0,0.000000000E0,4.840264756E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.547096979E2,5.162309773E1,6.974616130E0,4.654850300E1,9.128088379E1,0.000000000E0,0.000000000E0,4.840619308E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.557100345E2,5.162309771E1,6.974616170E0,4.654764841E1,9.128002930E1,0.000000000E0,0.000000000E0,4.840688341E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.567101943E2,5.162309771E1,6.974616160E0,4.654825877E1,9.128063965E1,0.000000000E0,0.000000000E0,4.840992229E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.577101420E2,5.162309773E1,6.974616130E0,4.654911335E1,9.128149414E1,0.000000000E0,0.000000000E0,4.841227292E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.587104346E2,5.162309774E1,6.974616100E0,4.654862512E1,9.128100586E1,0.000000000E0,0.000000000E0,4.841434392E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.597095123E2,5.162309774E1,6.974616070E0,4.654880825E1,9.128118896E1,0.000000000E0,0.000000000E0,4.841565273E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.607077913E2,5.162309773E1,6.974616060E0,4.654825891E1,9.128063965E1,0.000000000E0,0.000000000E0,4.841634307E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.617101047E2,5.162309773E1,6.974616070E0,4.654703820E1,9.127941895E1,0.000000000E0,0.000000000E0,4.841765188E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.627093960E2,5.162309772E1,6.974616060E0,4.654429159E1,9.127667236E1,0.000000000E0,0.000000000E0,4.842198233E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.637098697E2,5.162309769E1,6.974616100E0,4.654648874E1,9.127886963E1,0.000000000E0,0.000000000E0,4.842502121E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.647098210E2,5.162309771E1,6.974616070E0,4.655625445E1,9.128863525E1,0.000000000E0,0.000000000E0,4.842894765E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.657100827E2,5.162309774E1,6.974616040E0,4.656248014E1,9.129486084E1,0.000000000E0,0.000000000E0,4.843117155E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.667102232E2,5.162309772E1,6.974616040E0,4.655668174E1,9.128906250E1,0.000000000E0,0.000000000E0,4.843350013E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.677100988E2,5.162309770E1,6.974616050E0,4.655362992E1,9.128601074E1,0.000000000E0,0.000000000E0,4.843488079E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.687094128E2,5.162309770E1,6.974616030E0,4.655546099E1,9.128784180E1,0.000000000E0,0.000000000E0,4.843710469E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.697114854E2,5.162309772E1,6.974616030E0,4.655753624E1,9.128991699E1,0.000000000E0,0.000000000E0,4.843943327E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.707091611E2,5.162309774E1,6.974616040E0,4.656016081E1,9.129254150E1,0.000000000E0,0.000000000E0,4.844219461E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.717106519E2,5.162309774E1,6.974616080E0,4.656107630E1,9.129345703E1,0.000000000E0,0.000000000E0,4.844219461E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.727106800E2,5.162309774E1,6.974616080E0,4.656199183E1,9.129437256E1,0.000000000E0,0.000000000E0,4.844288494E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.737103892E2,5.162309774E1,6.974616090E0,4.656211389E1,9.129449463E1,0.000000000E0,0.000000000E0,4.844881788E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.747100654E2,5.162309779E1,6.974616060E0,4.657322246E1,9.130560303E1,0.000000000E0,0.000000000E0,4.845104178E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.757114165E2,5.162309781E1,6.974616060E0,4.657126940E1,9.130364990E1,0.000000000E0,0.000000000E0,4.845235060E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.767114640E2,5.162309780E1,6.974616050E0,4.657169662E1,9.130407715E1,0.000000000E0,0.000000000E0,4.845568644E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.777091255E2,5.162309777E1,6.974616050E0,4.657084204E1,9.130322266E1,0.000000000E0,0.000000000E0,4.845699526E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.787094014E2,5.162309776E1,6.974616060E0,4.657261202E1,9.130499268E1,0.000000000E0,0.000000000E0,4.845997207E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.797103331E2,5.162309777E1,6.974616100E0,4.656907198E1,9.130145264E1,0.000000000E0,0.000000000E0,4.846108401E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.807081220E2,5.162309778E1,6.974616100E0,4.657267309E1,9.130505371E1,0.000000000E0,0.000000000E0,4.846330791E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.817100227E2,5.162309780E1,6.974616100E0,4.657072002E1,9.130310059E1,0.000000000E0,0.000000000E0,4.846592554E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.827101911E2,5.162309778E1,6.974616120E0,4.656876682E1,9.130114746E1,0.000000000E0,0.000000000E0,4.846703749E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.837120247E2,5.162309779E1,6.974616120E0,4.656974341E1,9.130212402E1,0.000000000E0,0.000000000E0,4.846841815E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.847082362E2,5.162309779E1,6.974616140E0,4.656949926E1,9.130187988E1,0.000000000E0,0.000000000E0,4.846972697E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.857085297E2,5.162309780E1,6.974616130E0,4.657078103E1,9.130316162E1,0.000000000E0,0.000000000E0,4.847149973E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.867098188E2,5.162309781E1,6.974616110E0,4.657462629E1,9.130700684E1,0.000000000E0,0.000000000E0,4.847219006E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.877087068E2,5.162309781E1,6.974616120E0,4.657645734E1,9.130883789E1,0.000000000E0,0.000000000E0,4.847349887E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.887086804E2,5.162309782E1,6.974616110E0,4.657474839E1,9.130712891E1,0.000000000E0,0.000000000E0,4.847653775E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.897101140E2,5.162309780E1,6.974616140E0,4.657499245E1,9.130737305E1,0.000000000E0,0.000000000E0,4.847653775E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.907087850E2,5.162309780E1,6.974616140E0,4.657456521E1,9.130694580E1,0.000000000E0,0.000000000E0,4.847653775E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.917103397E2,5.162309780E1,6.974616140E0,4.657786111E1,9.131024170E1,0.000000000E0,0.000000000E0,4.848008326E-2,3.790092468E0,2.500000000E0,2.000000000E1
3.927089691E2,5.162309778E1,6.974616180E0,4.657969207E1,9.131207275E1,0.000000000E0,0.000000000E0,4.848139208E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.937100818E2,5.162309779E1,6.974616190E0,4.658335420E1,9.131573486E1,0.000000000E0,0.000000000E0,4.848372066E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.947087044E2,5.162309781E1,6.974616200E0,4.658872535E1,9.132110596E1,0.000000000E0,0.000000000E0,4.848648199E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.957104665E2,5.162309781E1,6.974616240E0,4.658488010E1,9.131726074E1,0.000000000E0,0.000000000E0,4.848717232E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.967109625E2,5.162309781E1,6.974616230E0,4.658396458E1,9.131634521E1,0.000000000E0,0.000000000E0,4.848786266E-2,3.790092468E0,2.500000000E0,2.200000000E1
3.977101621E2,5.162309781E1,6.974616240E0,4.658341526E1,9.131579590E1,0.000000000E0,0.000000000E0,4.849008656E-2,3.790092468E0,2.500000000E0,2.200000000E1
3.987091482E2,5.162309779E1,6.974616240E0,4.657841032E1,9.131079102E1,0.000000000E0,0.000000000E0,4.849243719E-2,3.790092468E0,2.500000000E0,2.100000000E1
3.997088776E2,5.162309778E1,6.974616270E0,4.657853234E1,9.131091309E1,0.000000000E0,0.000000000E0,4.849312752E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.007075086E2,5.162309778E1,6.974616260E0,4.657566369E1,9.130804443E1,0.000000000E0,0.000000000E0,4.849443633E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.017100250E2,5.162309777E1,6.974616270E0,4.657639608E1,9.130877686E1,0.000000000E0,0.000000000E0,4.849678697E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.027117642E2,5.162309776E1,6.974616300E0,4.657737259E1,9.130975342E1,0.000000000E0,0.000000000E0,4.850111742E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.037096857E2,5.162309773E1,6.974616340E0,4.657773868E1,9.131011963E1,0.000000000E0,0.000000000E0,4.850415630E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.047094229E2,5.162309771E1,6.974616370E0,4.657505305E1,9.130743408E1,0.000000000E0,0.000000000E0,4.850526825E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.057100623E2,5.162309770E1,6.974616370E0,4.657236747E1,9.130474854E1,0.000000000E0,0.000000000E0,4.850802958E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.067098553E2,5.162309770E1,6.974616410E0,4.657407643E1,9.130645752E1,0.000000000E0,0.000000000E0,4.851282978E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.077103739E2,5.162309767E1,6.974616460E0,4.657810462E1,9.131048584E1,0.000000000E0,0.000000000E0,4.851421045E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.087089820E2,5.162309767E1,6.974616480E0,4.657609045E1,9.130847168E1,0.000000000E0,0.000000000E0,4.851598320E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.097113752E2,5.162309766E1,6.974616500E0,4.657285554E1,9.130523682E1,0.000000000E0,0.000000000E0,4.851709515E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.107101771E2,5.162309765E1,6.974616500E0,4.657181791E1,9.130419922E1,0.000000000E0,0.000000000E0,4.852054682E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.117101702E2,5.162309765E1,6.974616550E0,4.657364893E1,9.130603027E1,0.000000000E0,0.000000000E0,4.852231958E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.127097674E2,5.162309764E1,6.974616570E0,4.657261129E1,9.130499268E1,0.000000000E0,0.000000000E0,4.852409234E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.137100415E2,5.162309763E1,6.974616590E0,4.657328263E1,9.130566406E1,0.000000000E0,0.000000000E0,4.852547300E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.147097837E2,5.162309763E1,6.974616610E0,4.657364882E1,9.130603027E1,0.000000000E0,0.000000000E0,4.853017427E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.157097840E2,5.162309761E1,6.974616670E0,4.657389286E1,9.130627441E1,0.000000000E0,0.000000000E0,4.853378455E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.167100837E2,5.162309764E1,6.974616690E0,4.658194958E1,9.131433105E1,0.000000000E0,0.000000000E0,4.853611313E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.177093859E2,5.162309762E1,6.974616680E0,4.657792120E1,9.131030273E1,0.000000000E0,0.000000000E0,4.853749380E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.187095296E2,5.162309762E1,6.974616700E0,4.658109502E1,9.131347656E1,0.000000000E0,0.000000000E0,4.853887446E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.197174866E2,5.162309762E1,6.974616720E0,4.657883670E1,9.131121826E1,0.000000000E0,0.000000000E0,4.854149209E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.207084877E2,5.162309760E1,6.974616740E0,4.657633418E1,9.130871582E1,0.000000000E0,0.000000000E0,4.854326485E-2,3.790092468E0,2.500000000E0,1.900000000E1
4.217097382E2,5.162309759E1,6.974616760E0,4.657645621E1,9.130883789E1,0.000000000E0,0.000000000E0,4.854588247E-2,3.790092468E0,2.500000000E0,1.900000000E1
4.227102948E2,5.162309761E1,6.974616780E0,4.657816524E1,9.131054688E1,0.000000000E0,0.000000000E0,4.854810637E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.237112769E2,5.162309763E1,6.974616780E0,4.657798219E1,9.131036377E1,0.000000000E0,0.000000000E0,4.855033027E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.247090725E2,5.162309765E1,6.974616780E0,4.658164436E1,9.131402588E1,0.000000000E0,0.000000000E0,4.855210303E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.257102230E2,5.162309764E1,6.974616800E0,4.658274295E1,9.131512451E1,0.000000000E0,0.000000000E0,4.855387579E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.267098398E2,5.162309765E1,6.974616820E0,4.658439091E1,9.131677246E1,0.000000000E0,0.000000000E0,4.855456612E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.277102831E2,5.162309765E1,6.974616830E0,4.658378055E1,9.131616211E1,0.000000000E0,0.000000000E0,4.855567807E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.287094808E2,5.162309764E1,6.974616830E0,4.658347535E1,9.131585693E1,0.000000000E0,0.000000000E0,4.855567807E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.297107032E2,5.162309764E1,6.974616830E0,4.658616090E1,9.131854248E1,0.000000000E0,0.000000000E0,4.855705874E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.307110116E2,5.162309764E1,6.974616850E0,4.658561156E1,9.131799316E1,0.000000000E0,0.000000000E0,4.855940937E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.317110837E2,5.162309765E1,6.974616880E0,4.658500122E1,9.131738281E1,0.000000000E0,0.000000000E0,4.856071818E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.327097337E2,5.162309766E1,6.974616890E0,4.658335329E1,9.131573486E1,0.000000000E0,0.000000000E0,4.856202700E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.337105191E2,5.162309765E1,6.974616880E0,4.658555054E1,9.131793213E1,0.000000000E0,0.000000000E0,4.856340766E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.347103859E2,5.162309765E1,6.974616860E0,4.658457399E1,9.131695557E1,0.000000000E0,0.000000000E0,4.856751372E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.357114201E2,5.162309763E1,6.974616910E0,4.658500114E1,9.131738281E1,0.000000000E0,0.000000000E0,4.856973762E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.367101567E2,5.162309761E1,6.974616910E0,4.658371934E1,9.131610107E1,0.000000000E0,0.000000000E0,4.857042795E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.377095489E2,5.162309761E1,6.974616900E0,4.658463488E1,9.131701660E1,0.000000000E0,0.000000000E0,4.857340476E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.387101046E2,5.162309762E1,6.974616940E0,4.658768663E1,9.132006836E1,0.000000000E0,0.000000000E0,4.881928514E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.397096361E2,5.162309541E1,6.974617060E0,4.677304377E1,9.150543213E1,2.599999905E-1,2.048999939E2,4.977157624E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.407076548E2,5.162308899E1,6.974607930E0,4.691622009E1,9.164862061E1,1.090000033E0,2.353000031E2,5.129967123E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.417118066E2,5.162308301E1,6.974588000E0,4.739595365E1,9.212835693E1,1.610000014E0,2.513999939E2,5.278462830E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.427091199E2,5.162308448E1,6.974566620E0,4.710208974E1,9.183447266E1,1.500000000E0,2.793999939E2,5.481509994E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.437099096E2,5.162309770E1,6.974546330E0,4.740554983E1,9.213787842E1,2.079999924E0,3.165000000E2,5.817752366E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.447098799E2,5.162312618E1,6.974529960E0,4.696491153E1,9.169714355E1,3.269999981E0,3.380000000E2,6.173847412E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.457095219E2,5.162315804E1,6.974535180E0,4.717722116E1,9.190936279E1,3.170000076E0,4.500000000E0,6.568339864E-2,3.790092468E0,2.500000000E0,2.000000000E1
4.467101159E2,5.162318295E1,6.974575870E0,4.768855591E1,9.242065430E1,3.509999990E0,4.590000153E1,6.971179898E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.477108663E2,5.162318961E1,6.974633230E0,4.866186029E1,9.339398193E1,3.339999914E0,7.830000305E1,7.349465172E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.487084535E2,5.162317353E1,6.974681520E0,4.828024575E1,9.301245117E1,3.210000038E0,1.260000000E2,8.123909737E-2,3.790092468E0,2.500000000E0,2.100000000E1
4.497064860E2,5.162310652E1,6.974712100E0,4.708843514E1,9.182086182E1,3.970000029E0,1.788000031E2,8.522133085E-2,4.098620415E0,2.500000000E0,2.300000000E1
4.507104200E2,5.162308242E1,6.974669430E0,4.728413552E1,9.201660156E1,4.070000172E0,2.158999939E2,9.014769619E-2,4.116301060E0,2.500000000E0,2.300000000E1
4.517106646E2,5.162308467E1,6.974598160E0,4.783979860E1,9.257220459E1,4.480000019E0,2.932999878E2,9.459749361E-2,3.790092468E0,2.500000000E0,2.300000000E1
4.527100428E2,5.162311203E1,6.974551120E0,4.815485624E1,9.288714600E1,4.380000114E0,3.391000061E2,9.927459915E-2,3.790092468E0,2.526838064E0,2.000000000E1
4.537172878E2,5.162315215E1,6.974530770E0,4.816652588E1,9.289868164E1,4.769999981E0,2.470000076E1,1.057164959E-1,3.790092468E0,2.533615828E0,2.100000000E1
4.547116343E2,5.162319326E1,6.974596520E0,4.603866862E1,9.077075195E1,4.909999847E0,5.400000000E1,1.105484457E-1,3.790092468E0,2.500000000E0,2.300000000E1
4.557106324E2,5.162319744E1,6.974666190E0,4.601513026E1,9.074725342E1,4.750000000E0,1.025000000E2,1.145786512E-1,3.790092468E0,2.500000000E0,2.300000000E1
4.567094140E2,5.162317605E1,6.974713320E0,4.724006825E1,9.197229004E1,3.869999886E0,1.428000031E2,1.191080932E-1,3.790092468E0,2.500000000E0,2.300000000E1
4.577100618E2,5.162313581E1,6.974723510E0,4.772413340E1,9.245648193E1,4.539999962E0,1.891999969E2,1.243616081E-1,3.790092468E0,2.500000000E0,2.300000000E1
4.587105831E2,5.162309694E1,6.974680250E0,4.805571580E1,9.278814697E1,5.050000191E0,2.338000031E2,1.307306874E-1,3.790092468E0,2.500000000E0,2.300000000E1
4.597097852E2,5.162308359E1,6.974590530E0,4.820125132E1,9.293365479E1,6.420000076E0,2.805000000E2,1.375902907E-1,3.790092468E0,2.500000000E0,2.300000000E1
4.607108512E2,5.162312738E1,6.974520540E0,4.857551785E1,9.330773926E1,6.550000191E0,3.185000000E2,1.440006868E-1,3.790092468E0,2.500000000E0,2.200000000E1
4.617122272E2,5.162318380E1,6.974539620E0,4.914866860E1,9.388073730E1,5.980000019E0,3.588999939E2,1.501430338E-1,3.790092468E0,2.500000000E0,2.200000000E1
