"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.151505176E2,5.162455607E1,6.974740460E0,5.801024605E1,1.027384033E2,1.334000015E1,2.973999939E2,8.484229232E-1,1.531903458E1,8.861962318E0,1.100000000E1
3.161474384E2,5.162463315E1,6.974530890E0,5.834492066E1,1.030726929E2,1.331000042E1,3.036000061E2,8.546201031E-1,1.517625141E1,8.679572105E0,1.200000000E1
3.171467623E2,5.162465652E1,6.974449390E0,5.581215289E1,1.005397949E2,9.939999580E0,3.071000061E2,8.627076145E-1,1.581908131E1,8.931336403E0,1.100000000E1
3.181476676E2,5.162470647E1,6.974364230E0,5.495475951E1,9.968218994E1,1.046000004E1,3.158999939E2,8.743857507E-1,1.717131996E1,9.279039383E0,1.200000000E1
3.191470576E2,5.162480504E1,6.974305840E0,5.510365454E1,9.983074951E1,1.060000038E1,3.173999939E2,8.783939897E-1,1.959792900E1,9.607131004E0,1.200000000E1
3.201466415E2,5.162481376E1,6.974249500E0,5.453749938E1,9.926452637E1,9.010000229E0,3.126000061E2,8.838941152E-1,2.350833893E1,1.026371193E1,1.200000000E1
3.211483588E2,5.162479504E1,6.974175750E0,5.466396403E1,9.939099121E1,7.719999790E0,3.027999878E2,8.913087493E-1,2.791299057E1,1.063103580E1,1.200000000E1
3.221464091E2,5.162477310E1,6.974277180E0,5.510321525E1,9.983038330E1,4.710000038E0,3.107999878E2,8.935744696E-1,3.077907181E1,1.078909683E1,1.200000000E1
3.231477126E2,5.162479080E1,6.974260920E0,5.480738137E1,9.953448486E1,4.400000095E0,3.127000122E2,9.175858020E-1,3.332514954E1,1.092006111E1,1.100000000E1
3.241475675E2,5.162466712E1,6.974546050E0,5.540140634E1,1.001290894E2,7.599999905E-1,1.050999985E2,9.201532613E-1,3.006959343E1,1.044987392E1,1.000000000E1
3.251457447E2,5.162465659E1,6.974512950E0,5.502743755E1,9.975512695E1,2.700000107E-1,2.198000031E2,9.330118934E-1,3.431125641E1,1.095402718E1,1.000000000E1
3.261473947E2,5.162459281E1,6.974668330E0,5.446011584E1,9.918811035E1,1.179999948E0,1.331000061E2,9.660930943E-1,3.727186203E1,1.158139801E1,9.000000000E0
3.271468891E2,5.162441654E1,6.975054380E0,5.572761558E1,1.004564209E2,5.940000057E0,1.260999985E2,9.936441523E-1,3.529361343E1,1.223428631E1,7.000000000E0
3.281550189E2,5.162421339E1,6.975282870E0,5.730911853E1,1.020386963E2,7.960000038E0,1.428999939E2,1.009334658E0,2.796944237E1,1.218084526E1,9.000000000E0
3.291477743E2,5.162412882E1,6.975464820E0,5.938197412E1,1.041119385E2,6.900000095E0,1.501000061E2,1.017535046E0,2.587743950E1,1.191587830E1,1.100000000E1
3.301488387E2,5.162408840E1,6.975564180E0,5.955865994E1,1.042888184E2,5.130000114E0,1.795000000E2,1.024445127E0,2.221511269E1,1.083637333E1,1.100000000E1
3.311486501E2,5.162409547E1,6.975663630E0,5.733399702E1,1.020642090E2,4.639999866E0,1.663000031E2,1.043515139E0,1.807090759E1,9.805051804E0,1.100000000E1
3.321489187E2,5.162392425E1,6.975679430E0,5.362376152E1,9.835449219E1,7.760000229E0,1.741999969E2,1.051918274E0,1.654045105E1,9.643179893E0,1.300000000E1
3.331506367E2,5.162399969E1,6.975672260E0,5.078304783E1,9.551354980E1,2.199999988E-1,1.435000000E2,1.055450428E0,1.471481133E1,9.370759964E0,1.300000000E1
3.341481309E2,5.162398233E1,6.975629410E0,4.786866086E1,9.259918213E1,7.900000215E-1,1.993999939E2,1.057660554E0,1.402127457E1,9.098982811E0,1.300000000E1
3.351473842E2,5.162396247E1,6.975630700E0,4.796320559E1,9.269378662E1,0.000000000E0,0.000000000E0,1.059735726E0,1.349414062E1,8.798598289E0,1.300000000E1
3.361522817E2,5.162398038E1,6.975639150E0,4.740832064E1,9.213885498E1,0.000000000E0,0.000000000E0,1.060143353E0,1.311335373E1,8.648798943E0,1.300000000E1
3.371481570E2,5.162398248E1,6.975634310E0,4.674469523E1,9.147521973E1,0.000000000E0,0.000000000E0,1.061536956E0,1.293276119E1,8.416001320E0,1.100000000E1
3.381482233E2,5.162399501E1,6.975634750E0,4.654148492E1,9.127197266E1,0.000000000E0,0.000000000E0,1.061843366E0,1.269326401E1,8.133376122E0,9.000000000E0
3.391473996E2,5.162399697E1,6.975631630E0,4.651964248E1,9.125012207E1,0.000000000E0,0.000000000E0,1.062505626E0,1.229138279E1,7.500838280E0,9.000000000E0
3.401475155E2,5.162400131E1,6.975625060E0,4.661713339E1,9.134759521E1,0.000000000E0,0.000000000E0,1.064469855E0,1.194460487E1,6.995149136E0,1.000000000E1
3.411471826E2,5.162398610E1,6.975610590E0,4.634756795E1,9.107806396E1,0.000000000E0,0.000000000E0,1.065173995E0,1.179758549E1,6.776641369E0,1.100000000E1
3.421502985E2,5.162399221E1,6.975607910E0,4.608232925E1,9.081280518E1,0.000000000E0,0.000000000E0,1.067082556E0,1.160168171E1,6.311786175E0,1.100000000E1
3.431457032E2,5.162400829E1,6.975598240E0,4.615220832E1,9.088262939E1,5.099999905E-1,3.332000122E2,1.069841277E0,1.210335350E1,6.475299835E0,1.200000000E1
3.441464427E2,5.162403045E1,6.975580270E0,4.683942116E1,9.156976318E1,8.899999857E-1,3.342999878E2,1.070783353E0,1.225652599E1,6.306777954E0,1.200000000E1
3.451476395E2,5.162402774E1,6.975567340E0,4.755725730E1,9.228759766E1,6.600000262E-1,1.423000031E2,1.071379194E0,1.199509811E1,6.649281979E0,1.100000000E1
3.461486365E2,5.162402313E1,6.975571740E0,4.717174231E1,9.190209961E1,8.199999928E-1,1.391999969E2,1.072233605E0,1.191259480E1,6.707077026E0,1.100000000E1
3.471476614E2,5.162401585E1,6.975567780E0,4.659695566E1,9.132733154E1,9.700000286E-1,1.353000031E2,1.074011636E0,1.172424126E1,6.682919979E0,1.100000000E1
3.481469114E2,5.162401282E1,6.975542490E0,4.434971221E1,8.908007812E1,1.159999967E0,1.356999969E2,1.075571024E0,1.183689690E1,7.067148685E0,1.100000000E1
3.491475941E2,5.162401928E1,6.975522440E0,4.464802516E1,8.937835693E1,1.370000005E0,1.363000031E2,1.077069709E0,1.177167130E1,6.994135380E0,1.000000000E1
3.501492288E2,5.162401926E1,6.975500730E0,4.427676450E1,8.900708008E1,1.570000052E0,1.391000061E2,1.078847109E0,1.157919312E1,6.856000423E0,1.100000000E1
3.511494980E2,5.162401220E1,6.975477630E0,4.232693180E1,8.705725098E1,1.820000052E0,1.406000061E2,1.080643584E0,1.144601917E1,6.944393635E0,1.100000000E1
3.521476090E2,5.162400940E1,6.975452000E0,4.251816585E1,8.724847412E1,1.950000048E0,1.403999939E2,1.082473622E0,1.159429073E1,7.182384014E0,1.100000000E1
3.531477899E2,5.162400942E1,6.975425490E0,4.285918918E1,8.758947754E1,2.130000114E0,1.401000061E2,1.084033772E0,1.193742371E1,7.556739330E0,1.100000000E1
3.541493929E2,5.162400714E1,6.975403190E0,4.289032706E1,8.762060547E1,2.369999886E0,1.400000000E2,1.085789854E0,1.155742073E1,7.112511635E0,1.200000000E1
3.551480098E2,5.162400517E1,6.975377950E0,4.238136796E1,8.711163330E1,2.390000105E0,1.385000000E2,1.087634823E0,1.165936661E1,7.370269775E0,1.200000000E1
3.561470148E2,5.162400553E1,6.975351230E0,4.248319568E1,8.721343994E1,2.789999962E0,1.381000061E2,1.089917212E0,1.155235195E1,7.189200878E0,1.100000000E1
3.571472776E2,5.162401074E1,6.975319250E0,4.214021747E1,8.687042236E1,2.900000095E0,1.380000000E2,1.092297698E0,1.153440189E1,7.118601322E0,1.100000000E1
3.581459285E2,5.162401637E1,6.975285980E0,4.281402614E1,8.754418945E1,3.200000048E0,1.381999969E2,1.094588179E0,1.152504063E1,7.066995621E0,1.100000000E1
3.591487754E2,5.162401639E1,6.975252800E0,4.370693435E1,8.843707275E1,3.380000114E0,1.368999939E2,1.101344207E0,1.155426788E1,7.119972706E0,1.100000000E1
3.601490417E2,5.162404621E1,6.975167530E0,4.412755767E1,8.885754395E1,3.609999895E0,2.963999939E2,1.107883601E0,1.142862415E1,6.861268044E0,1.100000000E1
3.611461864E2,5.162407091E1,6.975081560E0,4.314624986E1,8.787609863E1,3.839999914E0,2.982999878E2,1.114062343E0,1.155315113E1,7.149498463E0,1.000000000E1
3.621453804E2,5.162409717E1,6.975002680E0,4.175362543E1,8.648333740E1,4.159999847E0,3.017999878E2,1.119773465E0,1.142296600E1,6.812280655E0,1.000000000E1
3.631457133E2,5.162411976E1,6.974928380E0,3.952901649E1,8.425860596E1,4.309999943E0,3.047999878E2,1.124812204E0,1.129756451E1,6.559296608E0,1.000000000E1
3.641465744E2,5.162414330E1,6.974866010E0,3.896016315E1,8.368963623E1,3.960000038E0,3.092000122E2,1.128786080E0,1.157546234E1,6.885446072E0,1.000000000E1
3.651487417E2,5.162415834E1,6.974813790E0,3.857328388E1,8.330267334E1,3.430000067E0,3.126000061E2,1.132065075E0,1.158561516E1,6.941403389E0,1.000000000E1
3.661489888E2,5.162417190E1,6.974771610E0,3.801079457E1,8.274011230E1,2.920000076E0,3.172999878E2,1.134004640E0,1.170169926E1,6.880652428E0,1.000000000E1
3.671476885E2,5.162418205E1,6.974748760E0,3.796848333E1,8.269775391E1,1.659999967E0,3.220000000E2,1.134705272E0,1.129782677E1,6.379897118E0,1.200000000E1
3.681515151E2,5.162418438E1,6.974739330E0,3.823137570E1,8.296063232E1,6.000000238E-1,3.263999939E2,1.135164473E0,1.114713669E1,6.138996601E0,1.200000000E1
3.691472040E2,5.162418203E1,6.974733860E0,3.882512284E1,8.355438232E1,3.499999940E-1,3.303999939E2,1.135553249E0,1.108360100E1,6.009906292E0,1.200000000E1
3.701473482E2,5.162418438E1,6.974729690E0,3.767437609E1,8.240362549E1,4.799999893E-1,3.347999878E2,1.136139288E0,1.100530434E1,5.895947456E0,1.100000000E1
3.711474739E2,5.162418840E1,6.974724200E0,3.741798340E1,8.214721680E1,5.000000000E-1,3.392000122E2,1.137135949E0,1.104488754E1,5.712693214E0,1.100000000E1
3.721486231E2,5.162419632E1,6.974717440E0,3.719956709E1,8.192877197E1,6.399999857E-1,3.436000061E2,1.138104336E0,1.105793953E1,5.540829182E0,1.100000000E1
3.731525183E2,5.162420366E1,6.974709890E0,3.723719212E1,8.196636963E1,6.600000262E-1,3.477999878E2,1.138930823E0,1.163169670E1,5.939229965E0,8.000000000E0
3.741478940E2,5.162420969E1,6.974702890E0,3.724838465E1,8.197753906E1,6.399999857E-1,3.518999939E2,1.139667523E0,1.258115387E1,6.342352867E0,8.000000000E0
3.751482593E2,5.162421519E1,6.974696940E0,3.719811241E1,8.192724609E1,6.899999976E-1,3.560000000E2,1.140652102E0,1.374334049E1,6.556849957E0,8.000000000E0
3.761473814E2,5.162422154E1,6.974687000E0,3.725282615E1,8.198193359E1,1.009999990E0,2.000000030E-1,1.141614019E0,1.517938709E1,6.722723961E0,8.000000000E0
3.771485860E2,5.162422722E1,6.974676490E0,3.723350269E1,8.196258545E1,1.009999990E0,4.500000000E0,1.142420988E0,1.775903320E1,6.886681557E0,8.000000000E0
3.781475092E2,5.162422487E1,6.974665430E0,3.705479308E1,8.178387451E1,9.399999976E-1,8.500000000E0,1.143225739E0,2.189112282E1,7.198528767E0,6.000000000E0
3.791489998E2,5.162422295E1,6.974654190E0,3.705296476E1,8.178204346E1,9.399999976E-1,1.269999981E1,1.144032746E0,2.902042580E1,8.109114647E0,4.000000000E0
3.801467389E2,5.162422137E1,6.974642780E0,3.705217517E1,8.178125000E1,9.399999976E-1,1.660000038E1,1.160456970E0,3.788378143E1,9.125700951E0,3.000000000E0
3.913467558E2,5.162435970E1,6.974726200E0,4.747127673E1,9.220000458E1,0.000000000E0,0.000000000E0,1.160592002E0,2.000000000E1,2.215517759E0,0.000000000E0
3.933817558E2,5.162436090E1,6.974726500E0,4.747128006E1,9.220000458E1,0.000000000E0,0.000000000E0,1.166684868E0,2.000000000E1,1.806622386E0,0.000000000E0
3.951476119E2,5.162440677E1,6.974678220E0,3.639968227E1,8.112823486E1,8.899999857E-1,3.527000122E2,1.167556866E0,4.987659073E1,2.599674988E1,0.000000000E0
3.961487191E2,5.162440137E1,6.974687380E0,3.640643433E1,8.113500977E1,8.899999857E-1,3.400000000E2,1.169074593E0,4.780811691E1,2.254947281E1,6.000000000E0
3.971464684E2,5.162439012E1,6.974674930E0,3.748612227E1,8.221472168E1,7.300000191E-1,3.087000122E2,1.172275742E0,3.286726379E1,1.754787254E1,6.000000000E0
3.981466004E2,5.162438155E1,6.974630660E0,3.867430143E1,8.340289307E1,1.529999971E0,3.027999878E2,1.174888168E0,2.918128777E1,1.577007866E1,8.000000000E0
3.991494901E2,5.162436591E1,6.974602420E0,3.846010392E1,8.318872070E1,6.100000143E-1,2.981000061E2,1.176261595E0,2.575525665E1,1.396225834E1,8.000000000E0
4.001476417E2,5.162435899E1,6.974585940E0,3.875025691E1,8.347888184E1,3.899999857E-1,2.852999878E2,1.177487068E0,2.354647827E1,1.258438873E1,8.000000000E0
4.011514046E2,5.162435136E1,6.974573130E0,3.845458962E1,8.318322754E1,4.099999964E-1,2.752999878E2,1.178640896E0,2.404507828E1,1.210487652E1,8.000000000E0
4.021480217E2,5.162434368E1,6.974561890E0,3.819584728E1,8.292449951E1,4.300000072E-1,2.667000122E2,1.179519336E0,2.548143005E1,1.188089466E1,6.000000000E0
4.031459283E2,5.162433841E1,6.974552410E0,3.818698868E1,8.291564941E1,4.300000072E-1,2.646000061E2,1.179764602E0,2.766023064E1,1.170517063E1,6.000000000E0
4.041452732E2,5.162433850E1,6.974548860E0,3.767582217E1,8.240447998E1,4.199999869E-1,2.967999878E2,1.180574026E0,2.781501198E1,1.139506149E1,6.000000000E0
4.051449474E2,5.162434555E1,6.974551780E0,3.721508646E1,8.194372559E1,3.400000036E-1,3.248999939E2,1.181833475E0,2.202423286E1,1.017506790E1,6.000000000E0
4.061473281E2,5.162435682E1,6.974553600E0,3.686770634E1,8.159631348E1,3.199999928E-1,3.471000061E2,1.182792296E0,1.862044144E1,8.765281677E0,9.000000000E0
4.071450049E2,5.162436486E1,6.974558620E0,3.687236505E1,8.160095215E1,3.700000048E-1,2.350000000E1,1.187959949E0,1.909426880E1,8.217406273E0,9.000000000E0
4.081469547E2,5.162437566E1,6.974631430E0,3.471780149E1,7.944641113E1,2.380000114E0,7.200000000E1,NaN,1.658782005E1,7.830088139E0,9.000000000E0
