"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.501470743E2,5.162430446E1,6.974747000E0,3.398825616E1,7.871716309E1,0.000000000E0,0.000000000E0,8.469449523E-3,1.347246456E1,9.873201370E0,1.100000000E1
1.511486559E2,5.162430444E1,6.974747030E0,3.399326096E1,7.872216797E1,0.000000000E0,0.000000000E0,8.472994983E-3,1.324990940E1,9.328304291E0,1.000000000E1
1.521487113E2,5.162430442E1,6.974747070E0,3.401254798E1,7.874145508E1,0.000000000E0,0.000000000E0,8.475971724E-3,1.305371189E1,8.981753349E0,9.000000000E0
1.531488683E2,5.162430441E1,6.974747030E0,3.403403235E1,7.876293945E1,0.000000000E0,0.000000000E0,8.478322308E-3,1.288528442E1,8.760938644E0,8.000000000E0
1.541478011E2,5.162430442E1,6.974747060E0,3.402884437E1,7.875775146E1,0.000000000E0,0.000000000E0,8.481658157E-3,1.271028328E1,8.577844620E0,9.000000000E0
1.551495496E2,5.162430439E1,6.974747060E0,3.403110259E1,7.876000977E1,0.000000000E0,0.000000000E0,8.511409109E-3,1.286352062E1,8.732845306E0,9.000000000E0
1.561490100E2,5.162430445E1,6.974746640E0,3.398056597E1,7.870947266E1,0.000000000E0,0.000000000E0,8.512717912E-3,1.304552364E1,8.849830627E0,8.000000000E0
1.571487469E2,5.162430444E1,6.974746630E0,3.398178665E1,7.871069336E1,0.000000000E0,0.000000000E0,8.526899750E-3,1.318986034E1,8.779731750E0,1.000000000E1
1.581488497E2,5.162430452E1,6.974746790E0,3.384696011E1,7.857586670E1,0.000000000E0,0.000000000E0,8.530235598E-3,1.320419502E1,8.826251984E0,1.000000000E1
1.591482172E2,5.162430449E1,6.974746790E0,3.383969683E1,7.856860352E1,0.000000000E0,0.000000000E0,8.536834466E-3,1.359065628E1,9.126525879E0,1.100000000E1
1.601497261E2,5.162430447E1,6.974746700E0,3.387882038E1,7.860772705E1,0.000000000E0,0.000000000E0,8.538143269E-3,1.342281723E1,9.653918266E0,1.000000000E1
1.611476693E2,5.162430448E1,6.974746710E0,3.387491415E1,7.860382080E1,0.000000000E0,0.000000000E0,8.881963836E-3,1.279117870E1,9.185314178E0,1.000000000E1
1.621488775E2,5.162430744E1,6.974745270E0,3.373240690E1,7.846130371E1,0.000000000E0,0.000000000E0,8.885509295E-3,1.202339840E1,8.999488831E0,1.200000000E1
1.631477573E2,5.162430746E1,6.974745230E0,3.374205054E1,7.847094727E1,0.000000000E0,0.000000000E0,8.888126902E-3,1.207666302E1,8.930852890E0,1.000000000E1
1.641490335E2,5.162430748E1,6.974745250E0,3.374015850E1,7.846905518E1,0.000000000E0,0.000000000E0,8.888126902E-3,1.217454529E1,9.103056908E0,1.000000000E1
1.651486731E2,5.162430748E1,6.974745250E0,3.374015850E1,7.846905518E1,0.000000000E0,0.000000000E0,8.891533428E-3,1.250161552E1,9.360638618E0,9.000000000E0
1.661504194E2,5.162430751E1,6.974745240E0,3.375315908E1,7.848205566E1,0.000000000E0,0.000000000E0,8.892842231E-3,1.264190865E1,9.544671059E0,9.000000000E0
1.671492002E2,5.162430750E1,6.974745230E0,3.375547840E1,7.848437500E1,0.000000000E0,0.000000000E0,8.896452497E-3,1.291956329E1,9.702209473E0,9.000000000E0
1.681490632E2,5.162430747E1,6.974745250E0,3.373869362E1,7.846759033E1,0.000000000E0,0.000000000E0,8.897142812E-3,1.300470257E1,9.978388786E0,7.000000000E0
1.691488989E2,5.162430747E1,6.974745240E0,3.373912088E1,7.846801758E1,0.000000000E0,0.000000000E0,8.912394508E-3,1.334238243E1,1.015632915E1,7.000000000E0
1.701478697E2,5.162430754E1,6.974745430E0,3.358677719E1,7.831567383E1,0.000000000E0,0.000000000E0,8.913775138E-3,1.306977940E1,9.831782341E0,7.000000000E0
1.711481068E2,5.162430754E1,6.974745450E0,3.357902571E1,7.830792236E1,0.000000000E0,0.000000000E0,8.919334885E-3,1.283595371E1,9.387170792E0,8.000000000E0
1.721477656E2,5.162430759E1,6.974745450E0,3.359751951E1,7.832641602E1,0.000000000E0,0.000000000E0,8.920025200E-3,1.312130165E1,9.745571136E0,8.000000000E0
1.731489386E2,5.162430759E1,6.974745460E0,3.359037839E1,7.831927490E1,0.000000000E0,0.000000000E0,8.921334003E-3,1.335373878E1,1.005604076E1,9.000000000E0
1.741478563E2,5.162430758E1,6.974745450E0,3.359257564E1,7.832147217E1,0.000000000E0,0.000000000E0,8.922024318E-3,1.368910503E1,1.032304478E1,1.000000000E1
1.751475819E2,5.162430758E1,6.974745440E0,3.359483394E1,7.832373047E1,0.000000000E0,0.000000000E0,8.924641925E-3,1.323272991E1,9.463015556E0,1.000000000E1
1.761476407E2,5.162430760E1,6.974745420E0,3.362156742E1,7.835046387E1,0.000000000E0,0.000000000E0,8.930244363E-3,1.312062454E1,9.113300323E0,1.000000000E1
1.771486099E2,5.162430765E1,6.974745410E0,3.366001972E1,7.838891602E1,0.000000000E0,0.000000000E0,8.934745410E-3,1.283795071E1,8.820265770E0,9.000000000E0
1.781484427E2,5.162430761E1,6.974745420E0,3.365898200E1,7.838787842E1,0.000000000E0,0.000000000E0,8.938355677E-3,1.284885883E1,8.618533134E0,9.000000000E0
1.791490560E2,5.162430758E1,6.974745440E0,3.362669430E1,7.835559082E1,0.000000000E0,0.000000000E0,8.942461660E-3,1.268201542E1,8.338113785E0,9.000000000E0
1.801489725E2,5.162430756E1,6.974745390E0,3.363462884E1,7.836352539E1,0.000000000E0,0.000000000E0,8.948021406E-3,1.280268002E1,8.265802383E0,9.000000000E0
1.811500355E2,5.162430751E1,6.974745390E0,3.361070292E1,7.833959961E1,0.000000000E0,0.000000000E0,9.215675874E-3,1.287809849E1,8.276281357E0,9.000000000E0
1.821500291E2,5.162430982E1,6.974744300E0,3.348619885E1,7.821508789E1,0.000000000E0,0.000000000E0,9.219221334E-3,1.214872360E1,7.947323322E0,9.000000000E0
1.831503614E2,5.162430984E1,6.974744260E0,3.345793966E1,7.818682861E1,0.000000000E0,0.000000000E0,9.314381132E-3,1.253476524E1,8.269620895E0,1.000000000E1
1.841473078E2,5.162431025E1,6.974743050E0,3.316540028E1,7.789428711E1,0.000000000E0,0.000000000E0,9.317142392E-3,1.270147610E1,8.156248093E0,9.000000000E0
1.851469894E2,5.162431025E1,6.974743010E0,3.316088371E1,7.788977051E1,0.000000000E0,0.000000000E0,9.317142392E-3,1.291330910E1,8.097889900E0,9.000000000E0
1.861480248E2,5.162431025E1,6.974743010E0,3.316088371E1,7.788977051E1,0.000000000E0,0.000000000E0,9.317142392E-3,1.340519238E1,8.134391785E0,9.000000000E0
1.871480157E2,5.162431025E1,6.974743010E0,3.316088371E1,7.788977051E1,0.000000000E0,0.000000000E0,9.317142392E-3,1.401107883E1,8.175302505E0,9.000000000E0
1.881457070E2,5.162431025E1,6.974743010E0,3.316088371E1,7.788977051E1,0.000000000E0,0.000000000E0,9.319470967E-3,1.456688976E1,8.026221275E0,8.000000000E0
1.891490311E2,5.162431027E1,6.974743020E0,3.315801511E1,7.788690186E1,0.000000000E0,0.000000000E0,9.319470967E-3,1.567712498E1,8.484292030E0,6.000000000E0
1.901491303E2,5.162431027E1,6.974743020E0,3.315801511E1,7.788690186E1,0.000000000E0,0.000000000E0,9.320161282E-3,1.897974396E1,9.473705292E0,5.000000000E0
1.911473649E2,5.162431027E1,6.974743030E0,3.315972408E1,7.788861084E1,0.000000000E0,0.000000000E0,9.320161282E-3,2.442875290E1,1.132363224E1,2.000000000E0
1.921504325E2,5.162431027E1,6.974743030E0,3.315972408E1,7.788861084E1,0.000000000E0,0.000000000E0,9.320161282E-3,3.189047432E1,1.337752914E1,2.000000000E0
1.931474915E2,5.162431027E1,6.974743030E0,3.315874752E1,7.788763428E1,0.000000000E0,0.000000000E0,9.320851597E-3,4.060005188E1,1.563075733E1,2.000000000E0
1.941486799E2,5.162431027E1,6.974743020E0,3.316277585E1,7.789166260E1,0.000000000E0,0.000000000E0,9.320851597E-3,5.005640411E1,1.807674980E1,3.000000000E0
1.951502410E2,5.162431027E1,6.974743020E0,3.316289792E1,7.789178467E1,0.000000000E0,0.000000000E0,9.322232227E-3,5.580922318E1,1.899821091E1,4.000000000E0
1.961492840E2,5.162431027E1,6.974743000E0,3.315813719E1,7.788702393E1,0.000000000E0,0.000000000E0,9.322922542E-3,5.147523499E1,1.741973686E1,4.000000000E0
1.971476621E2,5.162431027E1,6.974742990E0,3.315709960E1,7.788598633E1,0.000000000E0,0.000000000E0,9.322922542E-3,4.794181061E1,1.555607986E1,7.000000000E0
1.981485716E2,5.162431027E1,6.974742990E0,3.315709960E1,7.788598633E1,0.000000000E0,0.000000000E0,9.322922542E-3,4.868873596E1,1.467348480E1,7.000000000E0
1.991487391E2,5.162431027E1,6.974742990E0,3.315709960E1,7.788598633E1,0.000000000E0,0.000000000E0,9.322922542E-3,4.971033478E1,1.394827652E1,7.000000000E0
2.001479045E2,5.162431027E1,6.974742990E0,3.315709960E1,7.788598633E1,0.000000000E0,0.000000000E0,9.322922542E-3,5.303026962E1,1.388775253E1,6.000000000E0
2.011466678E2,5.162431027E1,6.974742990E0,3.315709960E1,7.788598633E1,0.000000000E0,0.000000000E0,1.568785998E-2,5.949157715E1,1.457669449E1,5.000000000E0
2.021487898E2,5.162436530E1,6.974717610E0,3.598693237E1,8.071563721E1,3.899999857E-1,6.699999809E0,1.640092511E-2,2.974069023E1,1.753640747E1,4.000000000E0
2.031482949E2,5.162436360E1,6.974707650E0,3.592034544E1,8.064904785E1,3.600000143E-1,6.699999809E0,2.258497493E-2,3.700167847E1,2.069416428E1,4.000000000E0
2.061469965E2,5.162431227E1,6.974742130E0,3.304767013E1,7.777655029E1,0.000000000E0,0.000000000E0,2.258566524E-2,6.813088989E1,3.103179169E1,0.000000000E0
2.071496056E2,5.162431227E1,6.974742120E0,3.304596115E1,7.777484131E1,0.000000000E0,0.000000000E0,2.271655838E-2,8.090389252E1,3.463607788E1,2.000000000E0
2.081484384E2,5.162431285E1,6.974740470E0,3.262335668E1,7.735223389E1,0.000000000E0,0.000000000E0,2.271793901E-2,8.176379395E1,3.357443619E1,3.000000000E0
2.091474442E2,5.162431285E1,6.974740490E0,3.262671360E1,7.735559082E1,0.000000000E0,0.000000000E0,2.271793901E-2,7.828208923E1,3.006701279E1,5.000000000E0
2.101460641E2,5.162431285E1,6.974740490E0,3.262671360E1,7.735559082E1,0.000000000E0,0.000000000E0,2.271793901E-2,8.374834442E1,2.971431732E1,5.000000000E0
2.111469784E2,5.162431285E1,6.974740490E0,3.262671360E1,7.735559082E1,0.000000000E0,0.000000000E0,2.271793901E-2,8.960568237E1,2.942744827E1,5.000000000E0
2.121458989E2,5.162431285E1,6.974740490E0,3.262671360E1,7.735559082E1,0.000000000E0,0.000000000E0,2.271793901E-2,9.582943726E1,2.919864845E1,5.000000000E0
2.131477380E2,5.162431285E1,6.974740490E0,3.262671360E1,7.735559082E1,0.000000000E0,0.000000000E0,4.538179405E-2,1.172317810E2,3.322448349E1,4.000000000E0
2.141461627E2,5.162450250E1,6.974620210E0,3.523631277E1,7.996453857E1,1.129999995E0,3.361000061E2,4.979378576E-2,1.431343079E2,3.726958847E1,3.000000000E0
2.151483115E2,5.162454023E1,6.974639990E0,3.527803562E1,8.000616455E1,1.309999943E0,3.471000061E2,7.600770693E-2,1.613206329E2,4.128106308E1,3.000000000E0
2.181466055E2,5.162431288E1,6.974740440E0,3.260046861E1,7.732934570E1,0.000000000E0,0.000000000E0,7.601005751E-2,2.429206696E2,5.267538834E1,0.000000000E0
2.191469004E2,5.162431289E1,6.974740410E0,3.260577872E1,7.733465576E1,0.000000000E0,0.000000000E0,7.601074783E-2,2.515772858E2,5.615225220E1,2.000000000E0
2.201462255E2,5.162431289E1,6.974740420E0,3.260626699E1,7.733514404E1,0.000000000E0,0.000000000E0,7.621913665E-2,2.637043762E2,5.948099899E1,3.000000000E0
2.221469664E2,5.162431471E1,6.974739700E0,3.251227878E1,7.724114990E1,0.000000000E0,0.000000000E0,7.621913665E-2,1.310529022E2,6.552555084E1,0.000000000E0
2.231475487E2,5.162431471E1,6.974739700E0,3.251227878E1,7.724114990E1,0.000000000E0,0.000000000E0,7.621913665E-2,1.441721954E2,6.823623657E1,3.000000000E0
2.241482754E2,5.162431471E1,6.974739700E0,3.251227878E1,7.724114990E1,0.000000000E0,0.000000000E0,8.789920513E-2,1.588868561E2,7.074021912E1,3.000000000E0
2.251464868E2,5.162441927E1,6.974723520E0,3.489077422E1,7.961932373E1,1.800000072E-1,3.577999878E2,9.950559217E-2,1.770748444E2,7.304460907E1,2.000000000E0
2.301476147E2,5.162431527E1,6.974737830E0,3.111152500E1,7.584039307E1,0.000000000E0,0.000000000E0,1.274987125E-1,2.413077545E2,7.946256256E1,0.000000000E0
2.311457889E2,5.162442677E1,6.974374260E0,3.576276202E1,8.049102783E1,3.230000019E0,2.871000061E2,1.388417659E-1,8.899921417E1,3.819806671E1,3.000000000E0
2.321455156E2,5.162451749E1,6.974299120E0,3.821596766E1,8.294390869E1,3.519999981E0,3.100000000E2,1.458715008E-1,3.947963715E1,2.536150932E1,1.000000000E1
2.331451307E2,5.162454594E1,6.974390060E0,3.097336903E1,7.570129395E1,3.339999914E0,3.146000061E2,1.544319175E-1,3.270826340E1,1.952475548E1,1.000000000E1
2.341461187E2,5.162461544E1,6.974443400E0,3.031850551E1,7.504626465E1,2.900000095E0,3.422999878E2,1.598032446E-1,2.848535538E1,1.636631393E1,1.000000000E1
2.351494648E2,5.162457153E1,6.974475830E0,2.749455976E1,7.222247314E1,1.409999967E0,3.820000076E1,1.622854915E-1,2.016693497E1,1.446776390E1,1.000000000E1
2.361488110E2,5.162459343E1,6.974482800E0,3.004765891E1,7.477551270E1,1.169999957E0,1.548999939E2,1.630276287E-1,1.542599106E1,1.307836628E1,1.100000000E1
2.371486045E2,5.162459801E1,6.974490620E0,3.028948791E1,7.501733398E1,1.049999952E0,1.698999939E2,1.646182079E-1,1.444168758E1,1.217031860E1,1.300000000E1
2.381516249E2,5.162460175E1,6.974512860E0,3.068566152E1,7.541351318E1,1.870000005E0,1.731999969E2,1.676846043E-1,1.346663094E1,1.132294369E1,1.300000000E1
2.391462646E2,5.162459593E1,6.974556280E0,3.426257712E1,7.899047852E1,2.230000019E0,1.738000031E2,1.715121934E-1,1.285836220E1,1.088325310E1,1.200000000E1
2.401476320E2,5.162457632E1,6.974601850E0,3.586416953E1,8.059216309E1,2.380000114E0,1.733999939E2,1.754217071E-1,1.239000511E1,1.029421043E1,1.200000000E1
2.411479943E2,5.162455785E1,6.974650040E0,3.743487957E1,8.216296387E1,2.559999943E0,1.730000000E2,1.791923592E-1,1.165504074E1,9.727149010E0,1.200000000E1
2.421468032E2,5.162453940E1,6.974695870E0,3.782370666E1,8.255187988E1,2.680000067E0,1.730000000E2,1.824316145E-1,1.118017673E1,9.317489624E0,1.000000000E1
2.431500842E2,5.162453001E1,6.974740290E0,3.689243223E1,8.162066650E1,2.910000086E0,1.726000061E2,1.863354871E-1,1.046371746E1,8.573757172E0,1.000000000E1
2.441514550E2,5.162451768E1,6.974793240E0,3.841420667E1,8.314251709E1,3.509999990E0,1.721999969E2,1.901841401E-1,1.003311634E1,8.298348427E0,9.000000000E0
2.451492956E2,5.162451056E1,6.974847800E0,3.886330246E1,8.359167480E1,3.759999990E0,1.720000000E2,1.940464934E-1,9.646275520E0,8.150403976E0,8.000000000E0
2.461567519E2,5.162451075E1,6.974903750E0,4.065751163E1,8.538592529E1,3.859999895E0,1.716999969E2,1.983082595E-1,1.136482620E1,9.383816719E0,1.000000000E1
2.471471750E2,5.162448733E1,6.974952620E0,4.374950776E1,8.847802734E1,3.880000114E0,1.715000000E2,2.024632126E-1,1.126327324E1,9.392275810E0,1.000000000E1
2.481462924E2,5.162446544E1,6.975001400E0,4.355214082E1,8.828076172E1,3.890000105E0,1.708000031E2,2.062393475E-1,1.142433548E1,8.958896637E0,1.300000000E1
2.491472939E2,5.162444792E1,6.975048260E0,4.355925602E1,8.828796387E1,3.880000114E0,1.710000000E2,2.099974516E-1,1.181838989E1,8.762608528E0,1.300000000E1
2.501469322E2,5.162443365E1,6.975097610E0,4.397909871E1,8.870788574E1,3.900000095E0,1.703999939E2,2.142037079E-1,1.136660194E1,8.259795189E0,1.200000000E1
2.511474970E2,5.162440754E1,6.975141700E0,4.685984778E1,9.158874512E1,3.890000105E0,1.705000000E2,2.176077957E-1,1.140068722E1,8.056342125E0,1.200000000E1
2.521527331E2,5.162438420E1,6.975173610E0,4.902607560E1,9.375506592E1,2.619999886E0,1.701000061E2,2.196288310E-1,1.060480022E1,7.669606209E0,1.300000000E1
2.531484987E2,5.162437465E1,6.975198520E0,5.076150231E1,9.549053955E1,1.480000019E0,1.696999969E2,2.218551980E-1,1.029106617E1,7.446317673E0,1.300000000E1
2.541536114E2,5.162438270E1,6.975228050E0,4.856863294E1,9.329766846E1,9.700000286E-1,1.686999969E2,2.233858965E-1,1.061647892E1,7.638684750E0,1.200000000E1
2.551472274E2,5.162438886E1,6.975247880E0,4.976230087E1,9.449133301E1,8.299999833E-1,1.675000000E2,2.244532819E-1,1.046238613E1,7.467650890E0,1.200000000E1
2.561490428E2,5.162439138E1,6.975262800E0,5.114535380E1,9.587438965E1,8.199999928E-1,1.688999939E2,2.255596642E-1,1.058853912E1,7.564013004E0,1.300000000E1
2.571470057E2,5.162438395E1,6.975273460E0,5.185076816E1,9.657983398E1,8.999999762E-1,1.685000000E2,2.262257462E-1,1.078713894E1,7.656102180E0,1.300000000E1
2.581464625E2,5.162438252E1,6.975282830E0,5.279069832E1,9.751977539E1,7.699999809E-1,1.683000031E2,2.269532894E-1,1.111195278E1,7.700971603E0,1.300000000E1
2.591471807E2,5.162437709E1,6.975288710E0,5.415640050E1,9.888549805E1,8.000000119E-1,1.678999939E2,2.281507734E-1,1.074484348E1,7.467510700E0,1.300000000E1
2.601482189E2,5.162436900E1,6.975300160E0,5.460100909E1,9.933013916E1,1.120000005E0,1.675000000E2,2.303757284E-1,1.039775085E1,7.134724140E0,1.300000000E1
2.611493060E2,5.162435753E1,6.975326570E0,5.425342118E1,9.898260498E1,2.220000029E0,1.671000061E2,2.338062799E-1,1.025024796E1,6.953325272E0,1.300000000E1
2.621468088E2,5.162433459E1,6.975359800E0,5.578189285E1,1.005111694E2,3.500000000E0,1.666999969E2,2.382252450E-1,1.010503578E1,6.793286800E0,1.300000000E1
2.631463392E2,5.162431729E1,6.975417430E0,5.768487466E1,1.024142456E2,4.099999905E0,1.209000015E2,2.438103253E-1,8.732351303E0,6.411587238E0,1.200000000E1
2.641466944E2,5.162429859E1,6.975492520E0,5.677778065E1,1.015072632E2,4.289999962E0,1.205999985E2,2.546267016E-1,8.006023407E0,5.998141766E0,1.300000000E1
2.651471491E2,5.162421860E1,6.975581680E0,5.505775053E1,9.978753662E1,6.309999943E0,1.311999969E2,2.585329272E-1,7.672276020E0,6.106999397E0,1.400000000E1
2.661464122E2,5.162423468E1,6.975631990E0,5.688313888E1,1.016129150E2,4.940000057E0,1.201999969E2,2.644829383E-1,6.447126389E0,5.336987972E0,1.400000000E1
2.671466450E2,5.162420445E1,6.975703110E0,5.755993705E1,1.022898560E2,6.849999905E0,1.200999985E2,2.833515348E-1,6.450523376E0,4.925686359E0,1.500000000E1
2.681492849E2,5.162406461E1,6.975857940E0,5.636598671E1,1.010964355E2,1.576000023E1,1.436999969E2,2.967186675E-1,5.667704105E0,4.785466194E0,1.600000000E1
2.691557901E2,5.162395936E1,6.975951500E0,5.513403768E1,9.986486816E1,1.328999996E1,1.498000031E2,3.105048095E-1,5.528289795E0,4.671924591E0,1.500000000E1
2.701484455E2,5.162385301E1,6.976054150E0,5.551279634E1,1.002440186E2,1.327000046E1,1.500000000E2,3.252816771E-1,6.308379650E0,4.881485939E0,1.400000000E1
2.711479606E2,5.162373840E1,6.976162500E0,5.601860147E1,1.007502441E2,1.398999977E1,1.493999939E2,3.310474830E-1,7.217119694E0,4.633512497E0,1.500000000E1
2.721479950E2,5.162370139E1,6.976221000E0,5.588703939E1,1.006188354E2,8.229999542E0,1.465000000E2,3.373398758E-1,7.746113777E0,4.553185463E0,1.600000000E1
2.731540597E2,5.162368118E1,6.976306140E0,5.630677662E1,1.010386963E2,6.320000172E0,1.533999939E2,3.402820776E-1,8.293084145E0,4.591204166E0,1.600000000E1
2.741485832E2,5.162368259E1,6.976348700E0,5.638108974E1,1.011130371E2,4.960000038E0,1.518000031E2,3.432251404E-1,9.173516273E0,4.541209698E0,1.400000000E1
2.751489024E2,5.162368517E1,6.976391130E0,5.738509392E1,1.021170654E2,4.380000114E0,1.436000061E2,3.507027212E-1,1.104556370E1,4.761756897E0,1.400000000E1
2.761471258E2,5.162362957E1,6.976330200E0,5.786434506E1,1.025964355E2,5.739999771E0,2.031999969E2,3.596519176E-1,1.036332417E1,5.198281288E0,1.400000000E1
2.771460885E2,5.162369993E1,6.976267260E0,5.782114348E1,1.025529785E2,3.400000095E0,2.390000000E2,3.695364669E-1,1.114524555E1,5.359188557E0,1.400000000E1
2.781475631E2,5.162377137E1,6.976182050E0,5.796430211E1,1.026958618E2,3.799999952E0,2.902000122E2,3.736610139E-1,1.139161682E1,5.600094795E0,1.300000000E1
2.791481610E2,5.162379761E1,6.976139820E0,5.849639385E1,1.032278442E2,2.630000114E0,2.831000061E2,3.796910879E-1,1.274410629E1,5.964633942E0,1.300000000E1
2.801473821E2,5.162384105E1,6.976087530E0,5.917496738E1,1.039062500E2,2.819999933E0,2.890000000E2,3.920808027E-1,1.363789845E1,6.254654884E0,1.100000000E1
2.811479357E2,5.162393681E1,6.975995770E0,6.107009499E1,1.058010254E2,4.909999847E0,3.021000061E2,4.109755851E-1,1.492883396E1,6.618079185E0,1.100000000E1
2.821494353E2,5.162402423E1,6.975761060E0,6.074826394E1,1.054787598E2,7.880000114E0,3.020000000E2,4.300643080E-1,1.467818832E1,7.019840240E0,1.100000000E1
2.831461447E2,5.162412430E1,6.975536380E0,5.956324260E1,1.042932739E2,9.039999962E0,3.047000122E2,4.480821658E-1,1.684842110E1,8.041012764E0,1.100000000E1
2.841478329E2,5.162421117E1,6.975316050E0,5.999817403E1,1.047277832E2,1.127999973E1,3.011000061E2,4.635216808E-1,1.616801643E1,8.789244652E0,1.000000000E1
2.851491158E2,5.162427959E1,6.975121430E0,6.053502132E1,1.052642822E2,1.048999977E1,3.008999939E2,4.811422929E-1,1.715194893E1,9.414999008E0,1.000000000E1
2.861472165E2,5.162431625E1,6.974873100E0,6.158524254E1,1.063142090E2,1.230000019E1,2.943999939E2,4.939622933E-1,1.880082703E1,1.024465466E1,1.000000000E1
2.871464127E2,5.162438506E1,6.974724090E0,6.465422234E1,1.093828735E2,9.359999657E0,3.042999878E2,5.066348029E-1,1.731914711E1,1.034204578E1,1.000000000E1
2.881465312E2,5.162449180E1,6.974659760E0,6.620176663E1,1.109300537E2,9.069999695E0,3.336000061E2,5.206475087E-1,1.631122780E1,1.002397537E1,1.300000000E1
2.891475598E2,5.162460802E1,6.974581280E0,6.694106099E1,1.116689453E2,9.979999542E0,3.288999939E2,5.287191214E-1,1.531886578E1,9.336156845E0,1.400000000E1
2.901478474E2,5.162464971E1,6.974485560E0,6.717422724E1,1.119019165E2,7.440000057E0,3.107000122E2,5.363685363E-1,1.437312984E1,8.568695068E0,1.200000000E1
2.911460415E2,5.162461938E1,6.974585020E0,6.652837209E1,1.112562256E2,1.399999976E0,2.717999878E2,5.627036338E-1,1.570122242E1,8.600133896E0,1.200000000E1
2.921473291E2,5.162454336E1,6.974946330E0,6.783000059E1,1.125583496E2,1.225000000E1,1.141999969E2,5.704723029E-1,1.402179050E1,8.202844620E0,1.300000000E1
2.931481549E2,5.162451475E1,6.975049000E0,6.691980486E1,1.116483154E2,6.369999886E0,1.220999985E2,5.783754811E-1,1.340118599E1,7.623583794E0,1.300000000E1
2.941483646E2,5.162449964E1,6.975160870E0,6.583697373E1,1.105656128E2,6.829999924E0,1.119000015E2,5.813480757E-1,1.376781559E1,7.410677433E0,1.300000000E1
2.951488522E2,5.162448863E1,6.975200110E0,6.450250014E1,1.092312012E2,5.030000210E0,1.141999969E2,5.853988409E-1,1.489446640E1,7.570659637E0,1.300000000E1
2.961483991E2,5.162446613E1,6.975246260E0,6.452479889E1,1.092536011E2,5.170000076E0,1.163000031E2,5.911880899E-1,1.630666161E1,7.513232231E0,1.400000000E1
2.971480557E2,5.162444821E1,6.975325000E0,6.446847351E1,1.091973877E2,5.769999981E0,1.143000031E2,6.020182960E-1,1.812129784E1,7.632734776E0,1.200000000E1
2.981491470E2,5.162441129E1,6.975470180E0,6.319176626E1,1.079208984E2,6.119999886E0,1.040000000E2,6.273044600E-1,1.719289207E1,7.811226368E0,1.100000000E1
2.991484793E2,5.162425013E1,6.975728610E0,6.142589791E1,1.061557007E2,1.401000023E1,1.231999969E2,6.392134367E-1,1.536929893E1,8.147497177E0,1.200000000E1
3.001487916E2,5.162419435E1,6.975875880E0,6.186428217E1,1.065943604E2,1.088000011E1,1.231999969E2,6.516793743E-1,1.566342831E1,8.243828773E0,1.000000000E1
3.011499607E2,5.162413202E1,6.976025980E0,6.269168300E1,1.074220581E2,1.080000019E1,1.241999969E2,6.639855106E-1,1.652873611E1,8.387564659E0,1.100000000E1
3.021469888E2,5.162406443E1,6.976167140E0,6.277523949E1,1.075059204E2,1.068000031E1,1.248000031E2,6.689412781E-1,1.710209656E1,8.108188629E0,1.100000000E1
3.031462892E2,5.162404456E1,6.976231400E0,6.305265940E1,1.077834473E2,7.079999924E0,1.214000015E2,6.763455896E-1,1.758617783E1,7.720200539E0,1.200000000E1
3.041466682E2,5.162399647E1,6.976305590E0,6.417996390E1,1.089109497E2,7.260000229E0,1.235000000E2,6.828187175E-1,1.899772263E1,7.578153610E0,1.300000000E1
3.051484988E2,5.162396558E1,6.976385070E0,6.410272553E1,1.088338623E2,6.760000229E0,1.251999969E2,6.956550891E-1,2.135422897E1,7.602171898E0,1.200000000E1
3.061529930E2,5.162393110E1,6.976207610E0,6.342886719E1,1.081599731E2,4.559999943E0,1.486000061E2,7.062913849E-1,2.412377167E1,7.804395199E0,9.000000000E0
3.071476670E2,5.162402120E1,6.976259350E0,6.358125583E1,1.083121338E2,2.559999943E0,1.165000000E2,7.305576078E-1,1.970753288E1,7.767414570E0,1.000000000E1
3.081464787E2,5.162419368E1,6.976043990E0,6.350422999E1,1.082344360E2,7.179999828E0,3.347999878E2,7.433073237E-1,1.617092896E1,7.871093750E0,1.200000000E1
3.091512320E2,5.162421950E1,6.975864040E0,6.093364039E1,1.056636353E2,9.550000191E0,3.161000061E2,7.577949114E-1,1.478119755E1,7.905588627E0,1.300000000E1
3.101497800E2,5.162430732E1,6.975709010E0,5.959698033E1,1.043265991E2,7.659999847E0,3.230000000E2,7.651346681E-1,1.467025948E1,8.077274323E0,1.200000000E1
3.111489040E2,5.162433716E1,6.975614170E0,5.890475687E1,1.036342163E2,8.390000343E0,3.162999878E2,7.774045407E-1,1.504643154E1,8.444064140E0,1.100000000E1
3.121522064E2,5.162439310E1,6.975460960E0,5.673633601E1,1.014655151E2,9.029999733E0,3.150000000E2,7.929820106E-1,1.559557819E1,8.813522339E0,1.000000000E1
3.131539180E2,5.162445871E1,6.975261580E0,5.585752912E1,1.005863647E2,9.909999847E0,3.083999939E2,8.174829276E-1,1.599481297E1,8.813888550E0,1.000000000E1
3.141509490E2,5.162448405E1,6.974909010E0,5.620387641E1,1.009323730E2,1.594999981E1,2.912000122E2,8.316077438E-1,1.548432541E1,9.022314072E0,1.000000000E1
